Name,Email,Password,Contact,Location,Billing Name,Billing Country,Billing State,Billing City,Billing Phone,Billing Zip,Billing Address,Shipping Name,Shipping Country,Shipping State,Shipping City,Shipping Phone,Shipping Zip,Shipping Address,Bank Name,Account Number,Swift Code,IBAN,Beneficiary Name,Currency Name,Company Name,Company Location,Company Store Name
Vendor,vendor@example.com,123456,7878787878,India,Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),Keire,India,Maharashtra,Mumbai,02228896140,400064,198-Bombay Talkies Compd; Himanshurai Road; Malad (west),US BANK; NA,7845269652656,1234,12345,Ida F. Mullen,USD,company name,India,company store name49.36.83.154,2023-06-16,16:00:04 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-27,16:55:32 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-29,16:34:11 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-30,09:10:59 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-06-30,10:41:06 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-13,15:58:14 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-13,17:14:37 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-07-20,18:24:49 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Vadodara,391101,22.3008,73.2043
49.36.83.154,2023-08-16,10:36:00 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-09-06,15:42:34 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-09-14,16:13:40 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-10-27,15:07:23 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-06,15:49:28 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-24,16:22:38 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-28,09:11:08 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-29,09:43:54 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-11-29,18:29:13 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-12-01,17:31:05 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2023-12-19,10:33:56 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2023-12-20,10:22:14 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,394101,21.1888,72.8293
49.36.83.154,2024-01-19,15:32:46 UTC,["necessary"],desktop,en,Chrome,Linux,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-07-06,12:58:20 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-07-08,11:01:08 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-07-16,09:46:11 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-07-16,12:55:23 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-07-19,10:24:06 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-14,19:25:03 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-15,06:30:33 UTC,["necessary"],desktop,en,Firefox,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-18,18:41:01 UTC,["necessary"],desktop,en,Firefox,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-18,23:14:56 UTC,["necessary"],mobile,en,Safari,iOS,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-08-28,13:47:11 UTC,["necessary"],mobile,en,Chrome,Android,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
49.36.83.154,2024-08-28,23:04:07 UTC,["necessary"],mobile,en,Chrome,Android,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
49.36.83.154,2024-09-01,01:19:32 UTC,["necessary"],desktop,en,Firefox,Windows,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
49.36.83.154,2024-09-01,13:54:32 UTC,["necessary"],desktop,en,Chrome,Windows,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
49.36.83.154,2024-09-01,23:50:09 UTC,["necessary"],mobile,en,Safari,iOS,India,GJ,Gujarat,Ahmedabad,380007,23.0276,72.5871
49.36.83.154,2024-09-23,18:23:23 UTC,["necessary"],mobile,en,Safari,iOS,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
49.36.83.154,2024-09-27,09:55:59 UTC,["necessary"],desktop,en,Edge,Windows,India,GJ,Gujarat,Surat,395007,21.1888,72.8293
